28 26
28 1.00475563028320e-02 3.50568571617311e-02 0.00000000000000e+00
29 1.72923642056285e-02 3.69980358014653e-02 0.00000000000000e+00
33 1.85011802856734e-02 2.28279716024009e-02 0.00000000000000e+00
34 1.12567544130140e-02 2.08867622433819e-02 0.00000000000000e+00
166 1.80032563074598e-02 2.26945483741729e-02 0.00000000000000e+00
167 1.74275753652203e-02 2.25402894649747e-02 0.00000000000000e+00
168 1.68828916045578e-02 2.23943365306097e-02 0.00000000000000e+00
169 1.62957190043214e-02 2.22369983278351e-02 0.00000000000000e+00
170 1.56989484780011e-02 2.20770882740582e-02 0.00000000000000e+00
171 1.51480666557728e-02 2.19294745131032e-02 0.00000000000000e+00
172 1.46095809566760e-02 2.17851824053284e-02 0.00000000000000e+00
173 1.40747674788754e-02 2.16418743024249e-02 0.00000000000000e+00
174 1.35399166864408e-02 2.14985562007280e-02 0.00000000000000e+00
175 1.30169585460721e-02 2.13584248425910e-02 0.00000000000000e+00
176 1.24170536382628e-02 2.11976749029780e-02 0.00000000000000e+00
177 1.18605479269463e-02 2.10485541701354e-02 0.00000000000000e+00
208 1.66951150601351e-02 3.68380084688726e-02 0.00000000000000e+00
209 1.62140488718572e-02 3.67091112749769e-02 0.00000000000000e+00
210 1.56942550311741e-02 3.65698373681822e-02 0.00000000000000e+00
211 1.52131888428962e-02 3.64409401742866e-02 0.00000000000000e+00
212 1.46779039412510e-02 3.62975155823323e-02 0.00000000000000e+00
213 1.41667391353989e-02 3.61605537448596e-02 0.00000000000000e+00
214 1.35548334842688e-02 3.59965993384152e-02 0.00000000000000e+00
215 1.29803659843822e-02 3.58426761350725e-02 0.00000000000000e+00
216 1.23756573006648e-02 3.56806500888552e-02 0.00000000000000e+00
217 1.17329946387853e-02 3.55084546285292e-02 0.00000000000000e+00
218 1.11274207426995e-02 3.53461967567354e-02 0.00000000000000e+00
219 1.05372953551673e-02 3.51880781685807e-02 0.00000000000000e+00
132 102 166 33 
133 102 167 166 
134 102 168 167 
135 102 169 168 
136 102 170 169 
137 102 171 170 
138 102 172 171 
139 102 173 172 
140 102 174 173 
141 102 175 174 
142 102 176 175 
143 102 177 176 
144 102 34 177 
179 102 29 208 
180 102 208 209 
181 102 209 210 
182 102 210 211 
183 102 211 212 
184 102 212 213 
185 102 213 214 
186 102 214 215 
187 102 215 216 
188 102 216 217 
189 102 217 218 
190 102 218 219 
191 102 219 28 
