8 7
39 6.90030000000000e-02 2.50750000000000e-02 0.00000000000000e+00
40 1.49002837326192e-01 2.50749032468560e-02 0.00000000000000e+00
88 8.14304411528500e-02 2.50749849700444e-02 0.00000000000000e+00
89 9.38578823056864e-02 2.50749699400888e-02 0.00000000000000e+00
90 1.08925256222810e-01 2.50749517173542e-02 0.00000000000000e+00
91 1.21352697375646e-01 2.50749366873986e-02 0.00000000000000e+00
92 1.34356734552607e-01 2.50749209600981e-02 0.00000000000000e+00
93 1.43203288806210e-01 2.50749102609271e-02 0.00000000000000e+00
48 102 88 39 
49 102 89 88 
50 102 90 89 
51 102 91 90 
52 102 92 91 
53 102 93 92 
54 102 40 93 
