19 18
36 6.90030000000000e-02 2.50750000000000e-02 0.00000000000000e+00
37 1.49002837326192e-01 2.50749032468560e-02 0.00000000000000e+00
130 7.49606194024356e-02 2.50749927947552e-02 0.00000000000000e+00
131 8.17819074139550e-02 2.50749845449752e-02 0.00000000000000e+00
132 8.94876900528216e-02 2.50749752254725e-02 0.00000000000000e+00
133 9.74449857767130e-02 2.50749656017857e-02 0.00000000000000e+00
134 1.04635463631464e-01 2.50749569055013e-02 0.00000000000000e+00
135 1.11123436987641e-01 2.50749490588376e-02 0.00000000000000e+00
136 1.16992142873493e-01 2.50749419611263e-02 0.00000000000000e+00
137 1.22249017601589e-01 2.50749356033739e-02 0.00000000000000e+00
138 1.27010547489277e-01 2.50749298446999e-02 0.00000000000000e+00
139 1.31115555460016e-01 2.50749248800344e-02 0.00000000000000e+00
140 1.34489752864410e-01 2.50749207992235e-02 0.00000000000000e+00
141 1.37640233208013e-01 2.50749169889798e-02 0.00000000000000e+00
142 1.40572940792957e-01 2.50749134421141e-02 0.00000000000000e+00
143 1.42791178349609e-01 2.50749107593404e-02 0.00000000000000e+00
144 1.44806922514789e-01 2.50749083214657e-02 0.00000000000000e+00
145 1.46348239532690e-01 2.50749064573710e-02 0.00000000000000e+00
146 1.47744062798754e-01 2.50749047692390e-02 0.00000000000000e+00
93 102 130 36 
94 102 131 130 
95 102 132 131 
96 102 133 132 
97 102 134 133 
98 102 135 134 
99 102 136 135 
100 102 137 136 
101 102 138 137 
102 102 139 138 
103 102 140 139 
104 102 141 140 
105 102 142 141 
106 102 143 142 
107 102 144 143 
108 102 145 144 
109 102 146 145 
110 102 37 146 
