8 7
36 6.90030000000000e-02 2.50750000000000e-02 0.00000000000000e+00
37 1.49002837326192e-01 2.50749032468560e-02 0.00000000000000e+00
85 8.14304402346799e-02 2.50749849700455e-02 0.00000000000000e+00
86 9.38578804693460e-02 2.50749699400910e-02 0.00000000000000e+00
87 1.08925259895491e-01 2.50749517173498e-02 0.00000000000000e+00
88 1.21352700130157e-01 2.50749366873953e-02 0.00000000000000e+00
89 1.34356735889252e-01 2.50749209600965e-02 0.00000000000000e+00
90 1.43203289308050e-01 2.50749102609265e-02 0.00000000000000e+00
48 102 85 36 
49 102 86 85 
50 102 87 86 
51 102 88 87 
52 102 89 88 
53 102 90 89 
54 102 37 90 
